COMMAND,Client,Origin,PWD,"QD_CIPHER","QD_LTM",SessionID,TTY,USER,UserID,"_raw","_time",action,activeThreads,app,bytes,bytesRequested,bytesdiscarded,candidates,classloader,cleared,contextid,count,"date_hour","date_mday","date_minute","date_month","date_second","date_wday","date_year","date_zone",db,default,dest,"dest_host","dest_nt_domain",durationms,dynamicThreshold,enqueued,euid,eventtype,free,from,host,id,idlems,index,intervalms,lastid,lastname,linecount,"macro_fragmented",maxThreshold,name,"non_tlh",objects,"pam_module","pam_module_type",percent,pid,process,punct,reference,ruser,source,sourcetype,"splunk_server","splunk_server_group",src,"src_ip","src_user",success,system,systemtimems,tag,"tag::app","tag::eventtype","tag::sourcetype",tenureage,tenuremask,threadId,threadName,threads,tiltratio,timeendpos,timems,timestamp,timestartpos,tlh,total,totalBytes,totalBytesRequested,type,uid,unit,"unix_category","unix_group",user,usertimems,"vendor_action","vendor_product"
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:653 CDT] 000000d2 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:31.653+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	... 5 more","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t...__",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:31:649 CDT] 000000d3 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:31.649+0000",,,,,,,,,,,,8,28,43,october,31,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	... 5 more","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t...__",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:706)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.ClientUtils.parseAndValidateAddresses(ClientUtils.java:66)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.....(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R Caused by: org.apache.kafka.common.config.ConfigException: No resolvable bootstrap urls given in bootstrap.servers","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]_________:_.....:_______.",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at java.lang.Thread.run(Thread.java:811)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_...(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.run(IISEventKafkaConsumer.java:79)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at com.ibm.iis.ug.kgbridge.kafka.IISEventKafkaConsumer.startConsumption(IISEventKafkaConsumer.java:118)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_.......(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:624)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:644)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R 	at org.apache.kafka.clients.consumer.KafkaConsumer.<init>(KafkaConsumer.java:793)","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________t_......<>(.:)",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"[10/28/20 8:43:30:485 CDT] 000000d4 SystemErr     R org.apache.kafka.common.KafkaException: Failed to construct kafka consumer","2020-10-28T13:43:30.485+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"[//_:::_]________....:_____",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/server1/SystemErr.log",SystemErr,"vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,25,,,1,,,,,,,,"all_hosts",default,,,,
"/sbin/vgs --noheadings -o vg_name",,,"/home/zenoss",,,,unknown,root,,"Oct 28 08:43:30 mpl-dstg0007x sudo:  zenoss : TTY=unknown ; PWD=/home/zenoss ; USER=root ; COMMAND=/sbin/vgs --noheadings -o vg_name,vg_attr","2020-10-28T13:43:30.000+0000",,,sudo,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:___:_=_;_=//_;_=_;_=//_--_-_,",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
"/sbin/pvs --noheadings -o pv_name",,,"/home/zenoss",,,,unknown,root,,"Oct 28 08:43:30 mpl-dstg0007x sudo:  zenoss : TTY=unknown ; PWD=/home/zenoss ; USER=root ; COMMAND=/sbin/pvs --noheadings -o pv_name,pv_attr","2020-10-28T13:43:30.000+0000",,,sudo,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:___:_=_;_=//_;_=_;_=//_--_-_,",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
"/sbin/pvs --noheadings --units b --nosuffix -o pv_name",,,"/home/zenoss",,,,unknown,root,,"Oct 28 08:43:30 mpl-dstg0007x sudo:  zenoss : TTY=unknown ; PWD=/home/zenoss ; USER=root ; COMMAND=/sbin/pvs --noheadings --units b --nosuffix -o pv_name,pv_size,pv_free","2020-10-28T13:43:30.000+0000",,,sudo,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:___:_=_;_=//_;_=_;_=//_--_--__--_-_,,",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
"/sbin/vgs --noheadings --units b --nosuffix -o vg_name",,,"/home/zenoss",,,,unknown,root,,"Oct 28 08:43:30 mpl-dstg0007x sudo:  zenoss : TTY=unknown ; PWD=/home/zenoss ; USER=root ; COMMAND=/sbin/vgs --noheadings --units b --nosuffix -o vg_name,vg_size,vg_free","2020-10-28T13:43:30.000+0000",,,sudo,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,"mpl-dstg0007x.surescripts.int","mpl-dstg0007x.surescripts.int",,,,,,,,,"mpl-dstg0007x.surescripts.int",,,os,,,,1,,,,,,,,,,sudo,"__::_-_:___:_=_;_=//_;_=_;_=//_--_--__--_-_,,",,,"/var/log/secure","linux_secure","mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,16,,,0,,,,,,,,"all_hosts",default,,,,sudo
,,,,could,,,,,,"Oct 28 08:43:30 mpl-dstg0007x telegraf: 2020-10-28T13:43:30Z E! [agent] Error writing to outputs.influxdb: could not write any address","2020-10-28T13:43:30.000+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[]____.:_____",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,"/localhost:8086]:",,,,,"Oct 28 08:43:30 mpl-dstg0007x telegraf: 2020-10-28T13:43:30Z E! [outputs.influxdb] when writing to [http://localhost:8086]: Post http://localhost:8086/write?db=telegraf: dial tcp 127.0.0.1:8086: connect: connection refused","2020-10-28T13:43:30.000+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,local,"telegraf:",,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]____[://:]:__://:/?=:___...::_:",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,,,,,,,,,,"Oct 28 08:43:30 mpl-dstg0007x telegraf: 2020-10-28T13:43:30Z W! [outputs.influxdb] Metric buffer overflow; 54 metrics have been dropped","2020-10-28T13:43:30.000+0000",,,,,,,,,,,,8,28,43,october,30,wednesday,2020,local,,,,,,,,,,,,,"mpl-dstg0007x",,,os,,,,1,,,,,,,,,,telegraf,"__::_-_:_--::_!_[.]___;_____",,,"/var/log/messages",syslog,"mpl-spin0004x.surescripts.ext",,,,,,,,,,,,,,,,,,15,,,0,,,,,,,,"all_hosts",default,,,,
,Unknown,"vpl-dstg0007x.surescripts.int",,,,"7763fa3f-37b3-4420-a010-610c3f45928c",,,InformationServerSystemUser,"2020-10-28 08:43:29.055 CDT FINE: LOGOUT (InformationServerSystemUser): UserID=""InformationServerSystemUser"", Client=""Unknown"", Origin=""vpl-dstg0007x.surescripts.int"", SessionID=""7763fa3f-37b3-4420-a010-610c3f45928c"" ","2020-10-28T13:43:29.055+0000",,,,,,,,,,,,8,28,43,october,29,wednesday,2020,"-300",,,,,,,,,,,,,"vpl-dstg0007x.surescripts.int",,,datastage,,,,1,,,,,,,,,,,"--_::.__:__():_="""",_="""",_=""-.."",_=""----""_",,,"/opt/IBM/WebSphere/AppServer/profiles/InfoSphere/logs/ISauditLog_0.log","ISauditLog-2","vpl-spin0002x.surescripts.ext",,,,,,,,,,,,,,,,,,27,,,0,,,,,,,,"all_hosts",default,,,,
